Temperature_C,Humidity_pct,Wind_Speed_kmh,Spray_Decision,Reason
37.7,85.9,12.5,Not Safe to Spray,High Wind (Drift Hazard)
26.1,83.8,15.4,Not Safe to Spray,High Wind (Drift Hazard)
32.8,84.7,19.7,Not Safe to Spray,High Wind (Drift Hazard)
31.5,68.0,19.5,Not Safe to Spray,High Wind (Drift Hazard)
23.3,64.1,12.9,Not Safe to Spray,High Wind (Drift Hazard)
21.7,65.5,9.2,Safe to Spray,Optimal Conditions
38.8,68.0,21.1,Not Safe to Spray,High Wind (Drift Hazard)
37.8,80.6,4.9,Not Safe to Spray,High Temp (Evaporation Hazard)
40.0,95.9,14.8,Not Safe to Spray,High Wind (Drift Hazard)
31.5,76.4,3.2,Safe to Spray,Optimal Conditions
27.5,71.0,18.6,Not Safe to Spray,High Wind (Drift Hazard)
39.8,89.4,0.8,Not Safe to Spray,High Temp (Evaporation Hazard)
33.1,90.0,18.9,Not Safe to Spray,High Wind (Drift Hazard)
23.1,94.4,11.7,Not Safe to Spray,"Too humid, risk of runoff/dilution"
28.7,72.7,0.6,Safe to Spray,Optimal Conditions
30.7,41.4,14.7,Not Safe to Spray,High Wind (Drift Hazard)
26.4,85.6,3.3,Not Safe to Spray,"Too humid, risk of runoff/dilution"
25.4,95.3,6.9,Not Safe to Spray,"Too humid, risk of runoff/dilution"
28.2,68.9,2.8,Safe to Spray,Optimal Conditions
34.0,55.6,10.5,Not Safe to Spray,High Temp (Evaporation Hazard)
37.9,94.8,16.8,Not Safe to Spray,High Wind (Drift Hazard)
32.8,97.1,0.6,Not Safe to Spray,"Too humid, risk of runoff/dilution"
21.9,64.2,12.8,Not Safe to Spray,High Wind (Drift Hazard)
36.8,95.1,14.2,Not Safe to Spray,High Wind (Drift Hazard)
28.1,50.7,7.3,Safe to Spray,Optimal Conditions
24.0,53.6,19.1,Not Safe to Spray,High Wind (Drift Hazard)
24.4,87.5,2.1,Not Safe to Spray,"Too humid, risk of runoff/dilution"
22.5,66.5,15.3,Not Safe to Spray,High Wind (Drift Hazard)
22.3,69.7,11.5,Safe to Spray,Optimal Conditions
28.2,48.0,18.4,Not Safe to Spray,High Wind (Drift Hazard)
33.7,81.7,0.4,Not Safe to Spray,High Temp (Evaporation Hazard)
21.7,40.1,3.9,Safe to Spray,Optimal Conditions
31.5,82.5,17.4,Not Safe to Spray,High Wind (Drift Hazard)
35.2,90.8,18.8,Not Safe to Spray,High Wind (Drift Hazard)
25.5,61.7,17.5,Not Safe to Spray,High Wind (Drift Hazard)
36.6,90.5,13.6,Not Safe to Spray,High Wind (Drift Hazard)
20.2,84.7,5.0,Safe to Spray,Optimal Conditions
38.7,68.9,17.1,Not Safe to Spray,High Wind (Drift Hazard)
32.4,42.7,3.7,Safe to Spray,Optimal Conditions
25.8,74.5,16.4,Not Safe to Spray,High Wind (Drift Hazard)
27.2,87.4,2.1,Not Safe to Spray,"Too humid, risk of runoff/dilution"
36.8,67.0,4.5,Not Safe to Spray,High Temp (Evaporation Hazard)
36.6,96.2,6.7,Not Safe to Spray,High Temp (Evaporation Hazard)
23.6,64.4,23.5,Not Safe to Spray,High Wind (Drift Hazard)
28.8,70.8,0.3,Safe to Spray,Optimal Conditions
26.0,87.0,5.6,Not Safe to Spray,"Too humid, risk of runoff/dilution"
33.4,85.2,16.5,Not Safe to Spray,High Wind (Drift Hazard)
27.4,88.1,21.9,Not Safe to Spray,High Wind (Drift Hazard)
30.9,80.6,10.4,Safe to Spray,Optimal Conditions
39.9,50.0,23.1,Not Safe to Spray,High Wind (Drift Hazard)
33.1,82.0,1.4,Not Safe to Spray,High Temp (Evaporation Hazard)
25.8,42.3,21.6,Not Safe to Spray,High Wind (Drift Hazard)
36.4,83.8,8.0,Not Safe to Spray,High Temp (Evaporation Hazard)
26.4,56.0,2.2,Safe to Spray,Optimal Conditions
25.0,67.9,7.1,Safe to Spray,Optimal Conditions
23.0,66.3,23.3,Not Safe to Spray,High Wind (Drift Hazard)
21.9,82.2,22.9,Not Safe to Spray,High Wind (Drift Hazard)
35.9,78.2,15.3,Not Safe to Spray,High Wind (Drift Hazard)
23.5,62.6,18.4,Not Safe to Spray,High Wind (Drift Hazard)
38.0,51.2,24.2,Not Safe to Spray,High Wind (Drift Hazard)
34.3,53.4,1.6,Not Safe to Spray,High Temp (Evaporation Hazard)
26.8,62.9,15.6,Not Safe to Spray,High Wind (Drift Hazard)
23.9,52.7,5.4,Safe to Spray,Optimal Conditions
20.2,60.8,2.1,Safe to Spray,Optimal Conditions
38.2,59.4,12.6,Not Safe to Spray,High Wind (Drift Hazard)
36.6,57.0,6.8,Not Safe to Spray,High Temp (Evaporation Hazard)
35.2,49.3,13.1,Not Safe to Spray,High Wind (Drift Hazard)
38.9,97.8,3.2,Not Safe to Spray,High Temp (Evaporation Hazard)
36.0,90.9,3.1,Not Safe to Spray,High Temp (Evaporation Hazard)
30.5,60.0,10.7,Safe to Spray,Optimal Conditions
36.9,81.0,14.8,Not Safe to Spray,High Wind (Drift Hazard)
33.6,81.8,0.5,Not Safe to Spray,High Temp (Evaporation Hazard)
31.7,63.0,22.1,Not Safe to Spray,High Wind (Drift Hazard)
34.3,50.4,15.0,Not Safe to Spray,High Wind (Drift Hazard)
24.2,52.5,21.2,Not Safe to Spray,High Wind (Drift Hazard)
29.2,62.2,18.3,Not Safe to Spray,High Wind (Drift Hazard)
31.5,82.9,22.3,Not Safe to Spray,High Wind (Drift Hazard)
31.7,43.7,9.0,Safe to Spray,Optimal Conditions
31.0,83.4,16.5,Not Safe to Spray,High Wind (Drift Hazard)
39.4,81.8,17.9,Not Safe to Spray,High Wind (Drift Hazard)
39.1,96.9,22.6,Not Safe to Spray,High Wind (Drift Hazard)
35.9,51.1,1.6,Not Safe to Spray,High Temp (Evaporation Hazard)
34.2,88.1,24.1,Not Safe to Spray,High Wind (Drift Hazard)
37.2,92.1,22.3,Not Safe to Spray,High Wind (Drift Hazard)
33.3,75.4,14.1,Not Safe to Spray,High Wind (Drift Hazard)
26.8,68.8,4.4,Safe to Spray,Optimal Conditions
23.0,80.6,5.8,Safe to Spray,Optimal Conditions
21.2,89.0,2.2,Not Safe to Spray,"Too humid, risk of runoff/dilution"
23.7,52.5,23.7,Not Safe to Spray,High Wind (Drift Hazard)
34.9,48.0,2.8,Not Safe to Spray,High Temp (Evaporation Hazard)
27.5,59.8,7.1,Safe to Spray,Optimal Conditions
22.2,92.8,10.3,Not Safe to Spray,"Too humid, risk of runoff/dilution"
26.3,63.3,14.5,Not Safe to Spray,High Wind (Drift Hazard)
38.2,86.8,22.1,Not Safe to Spray,High Wind (Drift Hazard)
35.1,94.9,16.8,Not Safe to Spray,High Wind (Drift Hazard)
27.8,45.7,23.5,Not Safe to Spray,High Wind (Drift Hazard)
30.8,73.2,21.0,Not Safe to Spray,High Wind (Drift Hazard)
40.0,56.6,15.6,Not Safe to Spray,High Wind (Drift Hazard)
24.6,42.3,9.8,Safe to Spray,Optimal Conditions
27.2,65.6,14.9,Not Safe to Spray,High Wind (Drift Hazard)
26.8,79.9,16.6,Not Safe to Spray,High Wind (Drift Hazard)
35.8,75.0,11.9,Not Safe to Spray,High Temp (Evaporation Hazard)
34.5,68.1,17.3,Not Safe to Spray,High Wind (Drift Hazard)
20.4,54.3,15.6,Not Safe to Spray,High Wind (Drift Hazard)
27.6,77.9,17.5,Not Safe to Spray,High Wind (Drift Hazard)
27.9,48.5,11.6,Safe to Spray,Optimal Conditions
37.5,57.2,9.0,Not Safe to Spray,High Temp (Evaporation Hazard)
39.5,86.8,16.9,Not Safe to Spray,High Wind (Drift Hazard)
22.2,46.9,12.4,Not Safe to Spray,High Wind (Drift Hazard)
37.7,71.1,17.7,Not Safe to Spray,High Wind (Drift Hazard)
26.5,61.2,8.6,Safe to Spray,Optimal Conditions
21.9,96.5,20.1,Not Safe to Spray,High Wind (Drift Hazard)
36.5,56.4,2.4,Not Safe to Spray,High Temp (Evaporation Hazard)
33.9,74.9,8.3,Not Safe to Spray,High Temp (Evaporation Hazard)
30.1,85.8,9.7,Not Safe to Spray,"Too humid, risk of runoff/dilution"
36.4,49.5,0.6,Not Safe to Spray,High Temp (Evaporation Hazard)
38.8,50.4,18.5,Not Safe to Spray,High Wind (Drift Hazard)
20.2,49.9,4.2,Safe to Spray,Optimal Conditions
39.9,65.1,15.8,Not Safe to Spray,High Wind (Drift Hazard)
35.2,86.5,6.5,Not Safe to Spray,High Temp (Evaporation Hazard)
31.0,74.3,12.4,Not Safe to Spray,High Wind (Drift Hazard)
38.8,52.2,4.2,Not Safe to Spray,High Temp (Evaporation Hazard)
39.8,57.1,23.8,Not Safe to Spray,High Wind (Drift Hazard)
25.1,84.1,21.2,Not Safe to Spray,High Wind (Drift Hazard)
33.3,55.8,5.8,Not Safe to Spray,High Temp (Evaporation Hazard)
22.8,84.3,2.8,Safe to Spray,Optimal Conditions
22.8,71.0,9.2,Safe to Spray,Optimal Conditions
20.2,46.1,10.9,Safe to Spray,Optimal Conditions
30.2,81.3,17.4,Not Safe to Spray,High Wind (Drift Hazard)
37.9,69.2,17.6,Not Safe to Spray,High Wind (Drift Hazard)
28.6,83.3,16.9,Not Safe to Spray,High Wind (Drift Hazard)
24.1,53.2,4.9,Safe to Spray,Optimal Conditions
34.3,63.8,13.1,Not Safe to Spray,High Wind (Drift Hazard)
30.5,60.6,21.6,Not Safe to Spray,High Wind (Drift Hazard)
25.8,82.0,23.9,Not Safe to Spray,High Wind (Drift Hazard)
21.6,62.4,7.7,Safe to Spray,Optimal Conditions
37.1,47.5,9.4,Not Safe to Spray,High Temp (Evaporation Hazard)
22.4,98.2,15.8,Not Safe to Spray,High Wind (Drift Hazard)
40.0,52.4,3.7,Not Safe to Spray,High Temp (Evaporation Hazard)
28.3,45.9,3.8,Safe to Spray,Optimal Conditions
29.2,47.4,2.1,Safe to Spray,Optimal Conditions
34.1,76.0,6.9,Not Safe to Spray,High Temp (Evaporation Hazard)
37.5,88.6,24.2,Not Safe to Spray,High Wind (Drift Hazard)
30.0,93.3,5.8,Not Safe to Spray,"Too humid, risk of runoff/dilution"
24.6,83.5,23.5,Not Safe to Spray,High Wind (Drift Hazard)
35.0,85.1,8.4,Not Safe to Spray,High Temp (Evaporation Hazard)
25.0,84.6,7.7,Safe to Spray,Optimal Conditions
36.6,57.2,11.5,Not Safe to Spray,High Temp (Evaporation Hazard)
33.1,96.3,24.1,Not Safe to Spray,High Wind (Drift Hazard)
25.9,54.0,10.5,Safe to Spray,Optimal Conditions
24.0,57.4,19.6,Not Safe to Spray,High Wind (Drift Hazard)
31.5,67.4,9.8,Safe to Spray,Optimal Conditions
39.8,97.7,14.6,Not Safe to Spray,High Wind (Drift Hazard)
23.2,64.5,4.2,Safe to Spray,Optimal Conditions
22.3,56.2,14.6,Not Safe to Spray,High Wind (Drift Hazard)
24.5,82.6,15.9,Not Safe to Spray,High Wind (Drift Hazard)
24.0,75.4,22.6,Not Safe to Spray,High Wind (Drift Hazard)
27.8,86.8,15.5,Not Safe to Spray,High Wind (Drift Hazard)
31.4,79.9,1.4,Safe to Spray,Optimal Conditions
33.9,47.3,23.7,Not Safe to Spray,High Wind (Drift Hazard)
29.8,70.8,12.1,Not Safe to Spray,High Wind (Drift Hazard)
23.0,44.1,17.3,Not Safe to Spray,High Wind (Drift Hazard)
21.8,43.3,22.1,Not Safe to Spray,High Wind (Drift Hazard)
36.2,41.0,12.4,Not Safe to Spray,High Wind (Drift Hazard)
24.1,68.9,3.0,Safe to Spray,Optimal Conditions
36.7,97.5,14.2,Not Safe to Spray,High Wind (Drift Hazard)
21.3,59.5,19.0,Not Safe to Spray,High Wind (Drift Hazard)
26.3,54.9,8.4,Safe to Spray,Optimal Conditions
25.4,72.9,2.7,Safe to Spray,Optimal Conditions
32.0,58.6,6.7,Safe to Spray,Optimal Conditions
32.3,42.7,21.2,Not Safe to Spray,High Wind (Drift Hazard)
33.7,78.9,19.4,Not Safe to Spray,High Wind (Drift Hazard)
25.0,70.1,2.8,Safe to Spray,Optimal Conditions
37.3,54.7,21.5,Not Safe to Spray,High Wind (Drift Hazard)
25.9,45.6,9.5,Safe to Spray,Optimal Conditions
31.7,94.5,10.4,Not Safe to Spray,"Too humid, risk of runoff/dilution"
31.6,69.0,20.0,Not Safe to Spray,High Wind (Drift Hazard)
38.6,73.7,6.8,Not Safe to Spray,High Temp (Evaporation Hazard)
33.1,51.2,2.3,Not Safe to Spray,High Temp (Evaporation Hazard)
28.8,46.6,5.8,Safe to Spray,Optimal Conditions
33.7,70.3,8.2,Not Safe to Spray,High Temp (Evaporation Hazard)
29.7,79.8,11.2,Safe to Spray,Optimal Conditions
24.9,96.5,19.6,Not Safe to Spray,High Wind (Drift Hazard)
22.8,54.5,20.0,Not Safe to Spray,High Wind (Drift Hazard)
23.7,53.7,24.2,Not Safe to Spray,High Wind (Drift Hazard)
20.4,84.9,18.0,Not Safe to Spray,High Wind (Drift Hazard)
33.3,40.9,3.0,Not Safe to Spray,High Temp (Evaporation Hazard)
24.1,59.0,3.7,Safe to Spray,Optimal Conditions
22.0,97.3,15.4,Not Safe to Spray,High Wind (Drift Hazard)
24.3,83.9,22.2,Not Safe to Spray,High Wind (Drift Hazard)
27.6,51.0,6.3,Safe to Spray,Optimal Conditions
25.9,49.6,2.8,Safe to Spray,Optimal Conditions
27.8,47.2,0.9,Safe to Spray,Optimal Conditions
26.4,48.6,23.5,Not Safe to Spray,High Wind (Drift Hazard)
38.3,60.2,20.9,Not Safe to Spray,High Wind (Drift Hazard)
38.8,78.9,23.0,Not Safe to Spray,High Wind (Drift Hazard)
30.2,61.4,2.7,Safe to Spray,Optimal Conditions
32.1,96.9,7.9,Not Safe to Spray,"Too humid, risk of runoff/dilution"
35.1,71.6,8.4,Not Safe to Spray,High Temp (Evaporation Hazard)
38.9,64.0,7.1,Not Safe to Spray,High Temp (Evaporation Hazard)
28.6,70.2,2.1,Safe to Spray,Optimal Conditions
39.3,84.7,9.3,Not Safe to Spray,High Temp (Evaporation Hazard)
24.2,65.7,2.2,Safe to Spray,Optimal Conditions
35.6,50.3,6.3,Not Safe to Spray,High Temp (Evaporation Hazard)
29.6,67.4,15.2,Not Safe to Spray,High Wind (Drift Hazard)
22.2,67.9,15.3,Not Safe to Spray,High Wind (Drift Hazard)
32.7,89.9,10.8,Not Safe to Spray,"Too humid, risk of runoff/dilution"
38.1,74.0,5.5,Not Safe to Spray,High Temp (Evaporation Hazard)
38.1,42.9,16.6,Not Safe to Spray,High Wind (Drift Hazard)
32.5,92.5,2.5,Not Safe to Spray,"Too humid, risk of runoff/dilution"
34.5,86.4,11.1,Not Safe to Spray,High Temp (Evaporation Hazard)
27.4,83.9,14.4,Not Safe to Spray,High Wind (Drift Hazard)
33.6,74.8,3.3,Not Safe to Spray,High Temp (Evaporation Hazard)
28.5,88.6,17.0,Not Safe to Spray,High Wind (Drift Hazard)
24.9,96.3,8.1,Not Safe to Spray,"Too humid, risk of runoff/dilution"
27.9,42.4,2.1,Safe to Spray,Optimal Conditions
37.2,66.6,20.0,Not Safe to Spray,High Wind (Drift Hazard)
32.7,53.1,10.0,Safe to Spray,Optimal Conditions
28.2,94.7,20.5,Not Safe to Spray,High Wind (Drift Hazard)
23.7,72.1,13.2,Not Safe to Spray,High Wind (Drift Hazard)
37.4,70.3,7.9,Not Safe to Spray,High Temp (Evaporation Hazard)
34.6,88.5,6.1,Not Safe to Spray,High Temp (Evaporation Hazard)
35.4,48.8,20.5,Not Safe to Spray,High Wind (Drift Hazard)
21.5,90.5,15.9,Not Safe to Spray,High Wind (Drift Hazard)
28.4,64.4,3.1,Safe to Spray,Optimal Conditions
29.1,56.6,9.2,Safe to Spray,Optimal Conditions
24.5,91.3,3.5,Not Safe to Spray,"Too humid, risk of runoff/dilution"
27.6,80.1,10.3,Safe to Spray,Optimal Conditions
35.4,55.6,14.2,Not Safe to Spray,High Wind (Drift Hazard)
30.6,92.1,24.2,Not Safe to Spray,High Wind (Drift Hazard)
20.1,51.6,4.0,Safe to Spray,Optimal Conditions
22.2,62.2,6.4,Safe to Spray,Optimal Conditions
33.0,68.9,15.2,Not Safe to Spray,High Wind (Drift Hazard)
21.4,78.7,24.8,Not Safe to Spray,High Wind (Drift Hazard)
22.9,64.9,23.2,Not Safe to Spray,High Wind (Drift Hazard)
26.3,98.9,9.1,Not Safe to Spray,"Too humid, risk of runoff/dilution"
34.2,58.8,22.5,Not Safe to Spray,High Wind (Drift Hazard)
27.2,49.6,21.8,Not Safe to Spray,High Wind (Drift Hazard)
39.9,56.9,16.0,Not Safe to Spray,High Wind (Drift Hazard)
30.3,42.4,2.9,Safe to Spray,Optimal Conditions
26.8,93.7,23.7,Not Safe to Spray,High Wind (Drift Hazard)
25.0,63.3,6.7,Safe to Spray,Optimal Conditions
36.8,73.8,17.6,Not Safe to Spray,High Wind (Drift Hazard)
22.6,68.3,12.5,Not Safe to Spray,High Wind (Drift Hazard)
32.8,77.6,9.4,Safe to Spray,Optimal Conditions
39.3,83.7,22.3,Not Safe to Spray,High Wind (Drift Hazard)
26.3,74.1,7.7,Safe to Spray,Optimal Conditions
26.0,69.6,15.4,Not Safe to Spray,High Wind (Drift Hazard)
34.4,68.5,24.0,Not Safe to Spray,High Wind (Drift Hazard)
28.9,94.5,17.8,Not Safe to Spray,High Wind (Drift Hazard)
39.3,80.9,0.6,Not Safe to Spray,High Temp (Evaporation Hazard)
34.8,44.5,23.8,Not Safe to Spray,High Wind (Drift Hazard)
39.6,83.7,14.0,Not Safe to Spray,High Wind (Drift Hazard)
37.8,49.1,5.5,Not Safe to Spray,High Temp (Evaporation Hazard)
36.5,91.4,13.5,Not Safe to Spray,High Wind (Drift Hazard)
37.9,91.6,21.0,Not Safe to Spray,High Wind (Drift Hazard)
33.6,71.4,23.4,Not Safe to Spray,High Wind (Drift Hazard)
37.8,94.5,24.3,Not Safe to Spray,High Wind (Drift Hazard)
27.3,82.3,1.9,Safe to Spray,Optimal Conditions
25.5,44.4,14.3,Not Safe to Spray,High Wind (Drift Hazard)
20.8,45.6,17.2,Not Safe to Spray,High Wind (Drift Hazard)
25.5,89.8,17.1,Not Safe to Spray,High Wind (Drift Hazard)
34.1,41.6,14.4,Not Safe to Spray,High Wind (Drift Hazard)
26.5,49.3,12.2,Not Safe to Spray,High Wind (Drift Hazard)
27.6,67.0,23.1,Not Safe to Spray,High Wind (Drift Hazard)
39.8,83.2,1.4,Not Safe to Spray,High Temp (Evaporation Hazard)
32.2,61.0,17.8,Not Safe to Spray,High Wind (Drift Hazard)
30.6,61.0,2.7,Safe to Spray,Optimal Conditions
33.6,59.7,14.9,Not Safe to Spray,High Wind (Drift Hazard)
31.6,98.7,19.4,Not Safe to Spray,High Wind (Drift Hazard)
30.9,41.7,21.7,Not Safe to Spray,High Wind (Drift Hazard)
33.5,83.3,3.9,Not Safe to Spray,High Temp (Evaporation Hazard)
35.8,49.6,5.8,Not Safe to Spray,High Temp (Evaporation Hazard)
38.4,50.4,18.8,Not Safe to Spray,High Wind (Drift Hazard)
34.1,90.4,7.9,Not Safe to Spray,High Temp (Evaporation Hazard)
35.5,63.0,23.0,Not Safe to Spray,High Wind (Drift Hazard)
21.7,40.3,10.5,Safe to Spray,Optimal Conditions
22.5,66.4,3.6,Safe to Spray,Optimal Conditions
20.5,57.6,15.8,Not Safe to Spray,High Wind (Drift Hazard)
22.7,99.0,14.0,Not Safe to Spray,High Wind (Drift Hazard)
31.1,80.1,7.5,Safe to Spray,Optimal Conditions
35.2,79.4,19.0,Not Safe to Spray,High Wind (Drift Hazard)
25.2,71.4,9.2,Safe to Spray,Optimal Conditions
21.4,77.7,23.9,Not Safe to Spray,High Wind (Drift Hazard)
37.2,96.8,22.2,Not Safe to Spray,High Wind (Drift Hazard)
23.8,62.2,1.4,Safe to Spray,Optimal Conditions
24.9,44.1,15.6,Not Safe to Spray,High Wind (Drift Hazard)
34.4,61.3,18.8,Not Safe to Spray,High Wind (Drift Hazard)
20.5,83.2,6.8,Safe to Spray,Optimal Conditions
20.5,89.8,17.3,Not Safe to Spray,High Wind (Drift Hazard)
34.6,83.2,19.8,Not Safe to Spray,High Wind (Drift Hazard)
38.9,80.7,13.3,Not Safe to Spray,High Wind (Drift Hazard)
31.5,75.2,10.0,Safe to Spray,Optimal Conditions
39.7,76.3,0.5,Not Safe to Spray,High Temp (Evaporation Hazard)
22.0,95.6,11.5,Not Safe to Spray,"Too humid, risk of runoff/dilution"
22.0,86.5,18.9,Not Safe to Spray,High Wind (Drift Hazard)
22.9,44.4,2.5,Safe to Spray,Optimal Conditions
27.6,96.7,16.9,Not Safe to Spray,High Wind (Drift Hazard)
32.3,55.1,16.1,Not Safe to Spray,High Wind (Drift Hazard)
26.7,76.3,23.9,Not Safe to Spray,High Wind (Drift Hazard)
38.7,57.3,3.3,Not Safe to Spray,High Temp (Evaporation Hazard)
26.8,71.4,12.7,Not Safe to Spray,High Wind (Drift Hazard)
24.7,60.2,9.3,Safe to Spray,Optimal Conditions
24.8,56.7,4.9,Safe to Spray,Optimal Conditions
39.3,70.4,13.8,Not Safe to Spray,High Wind (Drift Hazard)
27.2,95.4,22.3,Not Safe to Spray,High Wind (Drift Hazard)
22.0,51.5,13.7,Not Safe to Spray,High Wind (Drift Hazard)
24.6,62.1,3.5,Safe to Spray,Optimal Conditions
20.9,56.3,3.2,Safe to Spray,Optimal Conditions
39.5,87.5,22.6,Not Safe to Spray,High Wind (Drift Hazard)
25.1,44.4,24.9,Not Safe to Spray,High Wind (Drift Hazard)
34.9,85.9,7.4,Not Safe to Spray,High Temp (Evaporation Hazard)
36.0,75.4,23.3,Not Safe to Spray,High Wind (Drift Hazard)
37.3,69.5,2.9,Not Safe to Spray,High Temp (Evaporation Hazard)
24.5,58.0,7.3,Safe to Spray,Optimal Conditions
34.8,77.7,17.6,Not Safe to Spray,High Wind (Drift Hazard)
20.9,98.9,8.4,Not Safe to Spray,"Too humid, risk of runoff/dilution"
25.1,79.7,16.4,Not Safe to Spray,High Wind (Drift Hazard)
24.6,73.5,22.8,Not Safe to Spray,High Wind (Drift Hazard)
33.4,53.4,11.7,Not Safe to Spray,High Temp (Evaporation Hazard)
39.4,89.2,0.7,Not Safe to Spray,High Temp (Evaporation Hazard)
28.1,91.5,22.1,Not Safe to Spray,High Wind (Drift Hazard)
27.2,59.9,20.5,Not Safe to Spray,High Wind (Drift Hazard)
36.1,61.8,17.8,Not Safe to Spray,High Wind (Drift Hazard)
34.5,78.7,12.2,Not Safe to Spray,High Wind (Drift Hazard)
21.4,86.0,11.1,Not Safe to Spray,"Too humid, risk of runoff/dilution"
21.8,76.2,9.1,Safe to Spray,Optimal Conditions
30.9,49.9,16.9,Not Safe to Spray,High Wind (Drift Hazard)
35.2,60.2,8.4,Not Safe to Spray,High Temp (Evaporation Hazard)
21.4,64.7,12.4,Not Safe to Spray,High Wind (Drift Hazard)
34.1,84.6,16.9,Not Safe to Spray,High Wind (Drift Hazard)
37.2,77.9,11.0,Not Safe to Spray,High Temp (Evaporation Hazard)
39.5,88.3,23.5,Not Safe to Spray,High Wind (Drift Hazard)
26.7,72.3,7.8,Safe to Spray,Optimal Conditions
28.2,60.3,15.3,Not Safe to Spray,High Wind (Drift Hazard)
29.3,98.9,18.0,Not Safe to Spray,High Wind (Drift Hazard)
21.3,47.7,7.5,Safe to Spray,Optimal Conditions
38.8,41.9,20.1,Not Safe to Spray,High Wind (Drift Hazard)
34.2,98.0,16.0,Not Safe to Spray,High Wind (Drift Hazard)
26.3,48.6,2.9,Safe to Spray,Optimal Conditions
36.0,41.1,18.0,Not Safe to Spray,High Wind (Drift Hazard)
20.4,78.7,3.3,Safe to Spray,Optimal Conditions
36.7,46.4,23.6,Not Safe to Spray,High Wind (Drift Hazard)
35.3,54.4,14.4,Not Safe to Spray,High Wind (Drift Hazard)
37.7,76.0,9.5,Not Safe to Spray,High Temp (Evaporation Hazard)
20.4,67.7,2.2,Safe to Spray,Optimal Conditions
27.1,65.4,10.2,Safe to Spray,Optimal Conditions
22.8,51.8,6.7,Safe to Spray,Optimal Conditions
22.4,43.6,13.6,Not Safe to Spray,High Wind (Drift Hazard)
27.4,98.1,3.4,Not Safe to Spray,"Too humid, risk of runoff/dilution"
24.2,89.2,5.9,Not Safe to Spray,"Too humid, risk of runoff/dilution"
25.2,97.3,24.8,Not Safe to Spray,High Wind (Drift Hazard)
26.7,73.8,1.8,Safe to Spray,Optimal Conditions
38.8,97.2,9.2,Not Safe to Spray,High Temp (Evaporation Hazard)
28.2,65.2,0.9,Safe to Spray,Optimal Conditions
31.2,41.1,12.4,Not Safe to Spray,High Wind (Drift Hazard)
36.1,40.7,15.4,Not Safe to Spray,High Wind (Drift Hazard)
20.7,63.4,7.6,Safe to Spray,Optimal Conditions
22.2,57.9,7.3,Safe to Spray,Optimal Conditions
27.3,44.2,9.9,Safe to Spray,Optimal Conditions
20.6,83.0,5.7,Safe to Spray,Optimal Conditions
21.4,42.6,16.1,Not Safe to Spray,High Wind (Drift Hazard)
31.4,64.6,10.1,Safe to Spray,Optimal Conditions
32.6,53.6,21.4,Not Safe to Spray,High Wind (Drift Hazard)
33.7,45.3,5.8,Not Safe to Spray,High Temp (Evaporation Hazard)
27.3,69.9,17.5,Not Safe to Spray,High Wind (Drift Hazard)
31.4,82.7,22.1,Not Safe to Spray,High Wind (Drift Hazard)
21.6,43.5,21.9,Not Safe to Spray,High Wind (Drift Hazard)
39.6,96.7,14.1,Not Safe to Spray,High Wind (Drift Hazard)
24.4,51.2,10.9,Safe to Spray,Optimal Conditions
24.9,63.8,21.6,Not Safe to Spray,High Wind (Drift Hazard)
23.5,77.4,10.5,Safe to Spray,Optimal Conditions
31.9,51.8,9.0,Safe to Spray,Optimal Conditions
39.6,69.9,22.8,Not Safe to Spray,High Wind (Drift Hazard)
26.6,47.5,10.1,Safe to Spray,Optimal Conditions
35.3,67.0,9.9,Not Safe to Spray,High Temp (Evaporation Hazard)
24.6,43.1,15.8,Not Safe to Spray,High Wind (Drift Hazard)
34.2,76.6,10.8,Not Safe to Spray,High Temp (Evaporation Hazard)
26.0,82.0,16.7,Not Safe to Spray,High Wind (Drift Hazard)
39.0,55.2,6.8,Not Safe to Spray,High Temp (Evaporation Hazard)
23.8,54.8,24.8,Not Safe to Spray,High Wind (Drift Hazard)
21.0,67.7,2.7,Safe to Spray,Optimal Conditions
21.1,59.4,14.7,Not Safe to Spray,High Wind (Drift Hazard)
22.1,43.8,18.6,Not Safe to Spray,High Wind (Drift Hazard)
33.8,83.0,13.3,Not Safe to Spray,High Wind (Drift Hazard)
20.8,44.1,4.1,Safe to Spray,Optimal Conditions
37.2,89.1,7.6,Not Safe to Spray,High Temp (Evaporation Hazard)
34.5,89.4,11.6,Not Safe to Spray,High Temp (Evaporation Hazard)
30.6,95.0,8.1,Not Safe to Spray,"Too humid, risk of runoff/dilution"
39.5,78.7,18.0,Not Safe to Spray,High Wind (Drift Hazard)
31.4,42.7,22.3,Not Safe to Spray,High Wind (Drift Hazard)
23.6,88.4,2.4,Not Safe to Spray,"Too humid, risk of runoff/dilution"
21.1,89.1,14.7,Not Safe to Spray,High Wind (Drift Hazard)
27.8,44.4,15.8,Not Safe to Spray,High Wind (Drift Hazard)
27.2,84.5,0.7,Safe to Spray,Optimal Conditions
37.2,78.4,21.9,Not Safe to Spray,High Wind (Drift Hazard)
28.9,83.3,11.7,Safe to Spray,Optimal Conditions
30.3,73.2,2.6,Safe to Spray,Optimal Conditions
35.9,85.6,16.1,Not Safe to Spray,High Wind (Drift Hazard)
38.1,54.7,12.7,Not Safe to Spray,High Wind (Drift Hazard)
39.3,83.5,12.3,Not Safe to Spray,High Wind (Drift Hazard)
