Crop_Type,Crop_Stage,Season,Temperature_C,Humidity_pct,Disease_Risk_Label
Rice,Yielding,Kharif,27.6,68.6,Healthy_Low_Risk
Rice,Yielding,Kharif,26.1,83.4,Healthy_Low_Risk
Rice,Yielding,Kharif,25.0,60.1,Healthy_Low_Risk
Maize,Flowering,Rabi,39.6,66.3,Healthy_Low_Risk
Maize,Flowering,Zaid,39.7,58.0,Healthy_Low_Risk
Cotton,Yielding,Rabi,24.9,91.2,Healthy_Low_Risk
Sugarcane,Vegetative,Zaid,35.7,52.3,Healthy_Low_Risk
Sugarcane,Flowering,Kharif,37.0,94.6,High_Risk_Red_Rot
Cotton,Flowering,Zaid,23.0,40.6,Healthy_Low_Risk
Maize,Flowering,Kharif,22.3,63.7,Healthy_Low_Risk
Groundnut,Yielding,Rabi,39.2,84.2,High_Risk_Tikka_Disease
Rice,Vegetative,Zaid,28.8,92.1,High_Risk_Rice_Blast
Sugarcane,Flowering,Kharif,27.1,85.3,Healthy_Low_Risk
Rice,Yielding,Kharif,33.1,87.6,High_Risk_Bacterial_Blight
Sugarcane,Vegetative,Rabi,36.5,78.1,Healthy_Low_Risk
Cotton,Flowering,Rabi,37.1,97.8,Healthy_Low_Risk
Sugarcane,Yielding,Rabi,26.6,63.3,Healthy_Low_Risk
Maize,Yielding,Kharif,36.7,93.8,Healthy_Low_Risk
Rice,Vegetative,Rabi,36.8,72.7,Healthy_Low_Risk
Rice,Flowering,Kharif,23.7,94.1,Healthy_Low_Risk
Sugarcane,Yielding,Rabi,31.3,46.6,Healthy_Low_Risk
Cotton,Yielding,Kharif,39.2,51.5,High_Risk_Whitefly
Cotton,Yielding,Kharif,36.3,50.4,High_Risk_Whitefly
Sugarcane,Yielding,Rabi,32.7,68.2,Healthy_Low_Risk
Groundnut,Yielding,Kharif,34.1,92.2,High_Risk_Tikka_Disease
Groundnut,Vegetative,Rabi,31.2,88.8,High_Risk_Tikka_Disease
Groundnut,Flowering,Kharif,31.0,54.5,Healthy_Low_Risk
Sugarcane,Flowering,Rabi,24.3,40.9,Healthy_Low_Risk
Maize,Flowering,Kharif,23.2,51.9,Healthy_Low_Risk
Groundnut,Vegetative,Rabi,33.2,90.6,High_Risk_Tikka_Disease
Groundnut,Yielding,Zaid,27.0,96.9,Healthy_Low_Risk
Groundnut,Yielding,Kharif,27.0,44.8,Healthy_Low_Risk
Cotton,Flowering,Kharif,25.6,52.6,Healthy_Low_Risk
Groundnut,Vegetative,Rabi,24.8,52.5,Healthy_Low_Risk
Maize,Yielding,Rabi,25.2,76.6,Healthy_Low_Risk
Maize,Flowering,Zaid,34.7,75.8,Healthy_Low_Risk
Maize,Flowering,Rabi,27.9,66.2,Healthy_Low_Risk
Groundnut,Vegetative,Zaid,32.4,57.2,Healthy_Low_Risk
Rice,Vegetative,Kharif,24.0,69.4,Healthy_Low_Risk
Maize,Vegetative,Zaid,36.6,96.8,Healthy_Low_Risk
Rice,Vegetative,Kharif,24.1,77.5,Healthy_Low_Risk
Groundnut,Yielding,Zaid,36.5,50.0,Healthy_Low_Risk
Cotton,Yielding,Zaid,28.2,87.7,Healthy_Low_Risk
Maize,Yielding,Rabi,35.6,97.4,Healthy_Low_Risk
Groundnut,Yielding,Rabi,38.0,54.3,Healthy_Low_Risk
Groundnut,Yielding,Kharif,38.6,54.8,Healthy_Low_Risk
Rice,Yielding,Zaid,37.3,76.4,Healthy_Low_Risk
Maize,Vegetative,Kharif,31.4,45.2,Healthy_Low_Risk
Sugarcane,Yielding,Zaid,29.5,71.4,Healthy_Low_Risk
Groundnut,Flowering,Zaid,31.5,73.8,Healthy_Low_Risk
Cotton,Vegetative,Kharif,33.5,85.4,Healthy_Low_Risk
Cotton,Flowering,Kharif,23.9,93.6,Healthy_Low_Risk
Rice,Flowering,Rabi,26.9,79.9,Healthy_Low_Risk
Maize,Yielding,Rabi,33.8,70.0,Healthy_Low_Risk
Maize,Yielding,Kharif,37.9,52.2,Healthy_Low_Risk
Cotton,Yielding,Rabi,23.1,66.7,Healthy_Low_Risk
Maize,Vegetative,Zaid,36.1,82.6,Healthy_Low_Risk
Rice,Flowering,Kharif,24.4,50.2,Healthy_Low_Risk
Cotton,Yielding,Zaid,33.9,47.5,High_Risk_Whitefly
Maize,Yielding,Zaid,30.0,67.7,Healthy_Low_Risk
Maize,Vegetative,Zaid,39.4,61.6,Healthy_Low_Risk
Rice,Yielding,Rabi,24.8,58.1,Healthy_Low_Risk
Cotton,Vegetative,Zaid,35.3,66.7,Healthy_Low_Risk
Groundnut,Flowering,Kharif,36.3,66.9,Healthy_Low_Risk
Groundnut,Vegetative,Zaid,37.5,85.8,High_Risk_Tikka_Disease
Rice,Vegetative,Kharif,27.0,62.0,Healthy_Low_Risk
Cotton,Vegetative,Kharif,37.0,47.8,High_Risk_Whitefly
Maize,Yielding,Rabi,39.9,86.1,Healthy_Low_Risk
Maize,Vegetative,Zaid,37.2,77.2,Healthy_Low_Risk
Sugarcane,Vegetative,Zaid,39.6,54.8,Healthy_Low_Risk
Cotton,Yielding,Zaid,22.9,79.7,Healthy_Low_Risk
Rice,Flowering,Kharif,29.9,64.7,Healthy_Low_Risk
Sugarcane,Yielding,Zaid,29.4,66.8,Healthy_Low_Risk
Maize,Yielding,Rabi,38.5,71.9,Healthy_Low_Risk
Sugarcane,Vegetative,Zaid,29.9,88.0,Healthy_Low_Risk
Rice,Flowering,Rabi,22.2,72.6,Healthy_Low_Risk
Maize,Flowering,Rabi,34.6,96.6,Healthy_Low_Risk
Sugarcane,Vegetative,Rabi,25.4,50.3,Healthy_Low_Risk
Groundnut,Flowering,Kharif,30.2,80.2,High_Risk_Tikka_Disease
Groundnut,Flowering,Kharif,34.8,90.6,High_Risk_Tikka_Disease
Groundnut,Flowering,Rabi,36.2,52.2,Healthy_Low_Risk
Sugarcane,Vegetative,Zaid,38.9,54.6,Healthy_Low_Risk
Rice,Flowering,Rabi,33.5,47.0,Healthy_Low_Risk
Maize,Yielding,Kharif,30.9,89.0,Healthy_Low_Risk
Maize,Vegetative,Rabi,36.1,41.8,Healthy_Low_Risk
Sugarcane,Flowering,Zaid,32.8,70.8,Healthy_Low_Risk
Rice,Flowering,Zaid,34.8,96.3,High_Risk_Bacterial_Blight
Rice,Vegetative,Zaid,36.7,40.5,Healthy_Low_Risk
Maize,Yielding,Kharif,39.5,66.7,Healthy_Low_Risk
Cotton,Vegetative,Zaid,28.6,91.2,Healthy_Low_Risk
Cotton,Flowering,Kharif,32.4,80.1,Healthy_Low_Risk
Cotton,Vegetative,Rabi,25.4,75.3,Healthy_Low_Risk
Maize,Yielding,Rabi,35.2,97.3,Healthy_Low_Risk
Maize,Vegetative,Zaid,34.8,66.0,Healthy_Low_Risk
Maize,Vegetative,Rabi,33.9,92.6,Healthy_Low_Risk
Sugarcane,Vegetative,Zaid,35.6,54.3,Healthy_Low_Risk
Sugarcane,Flowering,Zaid,25.8,52.2,Healthy_Low_Risk
Cotton,Flowering,Rabi,30.1,88.8,Healthy_Low_Risk
Sugarcane,Yielding,Zaid,30.3,67.2,Healthy_Low_Risk
Maize,Vegetative,Kharif,34.7,94.2,Healthy_Low_Risk
Rice,Yielding,Zaid,29.2,40.2,Healthy_Low_Risk
Groundnut,Flowering,Zaid,22.8,77.6,Healthy_Low_Risk
Maize,Flowering,Kharif,27.8,84.4,Healthy_Low_Risk
Sugarcane,Yielding,Zaid,24.6,93.4,Healthy_Low_Risk
Groundnut,Flowering,Rabi,31.6,87.9,High_Risk_Tikka_Disease
Maize,Flowering,Rabi,33.8,91.2,Healthy_Low_Risk
Cotton,Vegetative,Zaid,28.5,95.7,Healthy_Low_Risk
Cotton,Flowering,Rabi,27.1,57.7,Healthy_Low_Risk
Groundnut,Flowering,Rabi,29.4,46.1,Healthy_Low_Risk
Sugarcane,Vegetative,Zaid,25.6,52.1,Healthy_Low_Risk
Maize,Yielding,Kharif,34.8,42.0,Healthy_Low_Risk
Sugarcane,Vegetative,Zaid,25.2,55.7,Healthy_Low_Risk
Maize,Vegetative,Zaid,22.7,68.0,Healthy_Low_Risk
Sugarcane,Flowering,Kharif,33.5,46.3,Healthy_Low_Risk
Groundnut,Flowering,Rabi,27.8,78.8,Healthy_Low_Risk
Groundnut,Yielding,Kharif,29.0,77.8,Healthy_Low_Risk
Cotton,Flowering,Rabi,29.7,83.2,Healthy_Low_Risk
Cotton,Vegetative,Zaid,25.5,91.5,Healthy_Low_Risk
Maize,Yielding,Rabi,38.4,93.9,Healthy_Low_Risk
Maize,Flowering,Kharif,25.4,73.6,Healthy_Low_Risk
Cotton,Yielding,Rabi,37.0,62.0,Healthy_Low_Risk
Rice,Vegetative,Rabi,39.6,70.3,Healthy_Low_Risk
Rice,Yielding,Zaid,27.3,53.6,Healthy_Low_Risk
Rice,Yielding,Rabi,28.9,86.0,High_Risk_Rice_Blast
Maize,Yielding,Rabi,22.5,63.4,Healthy_Low_Risk
Sugarcane,Flowering,Zaid,36.2,68.2,Healthy_Low_Risk
Maize,Yielding,Zaid,29.9,92.1,Healthy_Low_Risk
Sugarcane,Vegetative,Kharif,33.1,75.0,Healthy_Low_Risk
Sugarcane,Flowering,Kharif,23.9,86.9,Healthy_Low_Risk
Maize,Yielding,Zaid,27.6,86.7,Healthy_Low_Risk
Cotton,Flowering,Kharif,24.4,68.3,Healthy_Low_Risk
Sugarcane,Vegetative,Rabi,31.9,75.3,Healthy_Low_Risk
Cotton,Vegetative,Zaid,22.3,56.2,Healthy_Low_Risk
Sugarcane,Flowering,Rabi,39.4,57.1,Healthy_Low_Risk
Maize,Flowering,Kharif,38.0,46.0,Healthy_Low_Risk
Rice,Yielding,Zaid,37.6,42.8,Healthy_Low_Risk
Groundnut,Yielding,Rabi,29.8,46.5,Healthy_Low_Risk
Sugarcane,Flowering,Rabi,33.9,57.0,Healthy_Low_Risk
Sugarcane,Yielding,Kharif,27.0,65.9,Healthy_Low_Risk
Sugarcane,Yielding,Rabi,28.1,95.3,Healthy_Low_Risk
Cotton,Vegetative,Zaid,26.1,63.8,Healthy_Low_Risk
Maize,Yielding,Kharif,36.8,56.9,Healthy_Low_Risk
Rice,Flowering,Rabi,25.6,61.2,Healthy_Low_Risk
Rice,Flowering,Kharif,39.6,92.4,High_Risk_Bacterial_Blight
Sugarcane,Vegetative,Kharif,34.8,59.4,Healthy_Low_Risk
Maize,Flowering,Kharif,28.9,90.9,Healthy_Low_Risk
Cotton,Yielding,Kharif,31.3,92.4,Healthy_Low_Risk
Cotton,Flowering,Kharif,22.2,47.6,Healthy_Low_Risk
Maize,Flowering,Rabi,23.7,95.8,Healthy_Low_Risk
Cotton,Flowering,Rabi,33.4,70.4,Healthy_Low_Risk
Rice,Flowering,Zaid,23.0,97.8,Healthy_Low_Risk
Groundnut,Yielding,Kharif,36.3,60.4,Healthy_Low_Risk
Groundnut,Vegetative,Rabi,29.6,89.0,Healthy_Low_Risk
Rice,Yielding,Zaid,26.3,71.0,Healthy_Low_Risk
Cotton,Vegetative,Zaid,31.5,49.6,Healthy_Low_Risk
Maize,Yielding,Kharif,29.9,48.2,Healthy_Low_Risk
Groundnut,Flowering,Kharif,33.8,41.6,Healthy_Low_Risk
Sugarcane,Yielding,Zaid,27.6,60.2,Healthy_Low_Risk
Groundnut,Flowering,Kharif,35.7,59.2,Healthy_Low_Risk
Sugarcane,Vegetative,Kharif,36.6,94.0,High_Risk_Red_Rot
Rice,Flowering,Rabi,36.1,87.3,High_Risk_Bacterial_Blight
Cotton,Vegetative,Zaid,23.2,54.8,Healthy_Low_Risk
Sugarcane,Vegetative,Rabi,39.8,41.8,Healthy_Low_Risk
Maize,Vegetative,Kharif,28.0,87.1,Healthy_Low_Risk
Maize,Flowering,Rabi,32.8,87.7,Healthy_Low_Risk
Sugarcane,Yielding,Kharif,28.1,47.8,Healthy_Low_Risk
Maize,Flowering,Rabi,29.0,57.7,Healthy_Low_Risk
Sugarcane,Flowering,Rabi,39.3,70.5,Healthy_Low_Risk
Rice,Flowering,Kharif,36.8,42.3,Healthy_Low_Risk
Cotton,Yielding,Rabi,25.8,96.2,Healthy_Low_Risk
Rice,Flowering,Kharif,28.8,90.6,High_Risk_Rice_Blast
Rice,Vegetative,Zaid,27.2,62.9,Healthy_Low_Risk
Maize,Vegetative,Kharif,31.0,58.6,Healthy_Low_Risk
Sugarcane,Yielding,Rabi,29.1,75.3,Healthy_Low_Risk
Groundnut,Flowering,Zaid,39.9,95.4,High_Risk_Tikka_Disease
Cotton,Yielding,Zaid,38.1,42.7,High_Risk_Whitefly
Cotton,Vegetative,Zaid,27.8,74.6,Healthy_Low_Risk
Cotton,Vegetative,Zaid,24.7,65.6,Healthy_Low_Risk
Groundnut,Flowering,Rabi,39.6,41.9,Healthy_Low_Risk
Cotton,Flowering,Rabi,27.6,79.2,Healthy_Low_Risk
Groundnut,Flowering,Kharif,37.7,77.0,High_Risk_Tikka_Disease
Cotton,Vegetative,Rabi,35.5,60.8,Healthy_Low_Risk
Groundnut,Yielding,Kharif,32.7,78.9,High_Risk_Tikka_Disease
Groundnut,Vegetative,Rabi,32.1,51.2,Healthy_Low_Risk
Groundnut,Flowering,Rabi,27.8,74.7,Healthy_Low_Risk
Rice,Vegetative,Rabi,36.1,65.2,Healthy_Low_Risk
Maize,Vegetative,Kharif,32.9,58.8,Healthy_Low_Risk
Sugarcane,Vegetative,Kharif,29.2,83.7,Healthy_Low_Risk
Groundnut,Vegetative,Zaid,31.8,95.4,High_Risk_Tikka_Disease
Sugarcane,Vegetative,Zaid,23.6,69.7,Healthy_Low_Risk
Groundnut,Yielding,Zaid,31.9,82.8,High_Risk_Tikka_Disease
Sugarcane,Vegetative,Zaid,24.5,90.5,Healthy_Low_Risk
Maize,Flowering,Kharif,38.0,58.5,Healthy_Low_Risk
Sugarcane,Vegetative,Kharif,23.1,70.0,Healthy_Low_Risk
Maize,Vegetative,Rabi,37.7,62.3,Healthy_Low_Risk
Rice,Yielding,Rabi,30.8,54.8,Healthy_Low_Risk
Cotton,Yielding,Rabi,27.1,82.7,Healthy_Low_Risk
Sugarcane,Yielding,Kharif,23.4,60.9,Healthy_Low_Risk
Rice,Yielding,Rabi,30.2,62.8,Healthy_Low_Risk
Maize,Flowering,Zaid,22.4,42.4,Healthy_Low_Risk
Groundnut,Yielding,Rabi,33.8,41.2,Healthy_Low_Risk
Groundnut,Vegetative,Kharif,26.4,70.0,Healthy_Low_Risk
Groundnut,Vegetative,Kharif,28.7,49.1,Healthy_Low_Risk
Sugarcane,Flowering,Rabi,29.6,97.9,Healthy_Low_Risk
Groundnut,Vegetative,Rabi,33.7,89.6,High_Risk_Tikka_Disease
Sugarcane,Yielding,Zaid,23.5,44.0,Healthy_Low_Risk
Rice,Vegetative,Zaid,27.6,76.5,Healthy_Low_Risk
Maize,Yielding,Zaid,39.0,68.9,Healthy_Low_Risk
Groundnut,Yielding,Kharif,39.1,91.1,High_Risk_Tikka_Disease
Maize,Flowering,Rabi,25.0,95.7,Healthy_Low_Risk
Cotton,Yielding,Zaid,27.2,41.9,Healthy_Low_Risk
Groundnut,Yielding,Kharif,32.2,50.1,Healthy_Low_Risk
Maize,Yielding,Zaid,36.4,67.2,Healthy_Low_Risk
Sugarcane,Vegetative,Rabi,24.6,80.1,Healthy_Low_Risk
Cotton,Vegetative,Kharif,24.1,46.0,Healthy_Low_Risk
Maize,Yielding,Rabi,30.9,75.7,Healthy_Low_Risk
Cotton,Flowering,Kharif,32.4,77.4,Healthy_Low_Risk
Maize,Yielding,Zaid,37.7,49.3,Healthy_Low_Risk
Rice,Yielding,Kharif,27.3,72.4,Healthy_Low_Risk
Maize,Yielding,Kharif,25.1,87.0,Healthy_Low_Risk
Sugarcane,Vegetative,Zaid,30.4,48.8,Healthy_Low_Risk
Rice,Flowering,Zaid,38.8,95.7,High_Risk_Bacterial_Blight
Cotton,Vegetative,Zaid,33.2,43.8,High_Risk_Whitefly
Groundnut,Yielding,Rabi,37.7,85.6,High_Risk_Tikka_Disease
Maize,Yielding,Kharif,33.7,88.1,Healthy_Low_Risk
Cotton,Yielding,Rabi,27.9,66.8,Healthy_Low_Risk
Cotton,Flowering,Rabi,36.6,56.6,High_Risk_Whitefly
Groundnut,Yielding,Zaid,26.3,77.9,Healthy_Low_Risk
Sugarcane,Flowering,Rabi,22.3,76.9,Healthy_Low_Risk
Sugarcane,Vegetative,Rabi,38.7,41.7,Healthy_Low_Risk
Groundnut,Vegetative,Zaid,24.4,62.2,Healthy_Low_Risk
Maize,Vegetative,Kharif,26.0,45.5,Healthy_Low_Risk
Maize,Flowering,Kharif,39.8,58.3,Healthy_Low_Risk
Maize,Flowering,Kharif,23.2,81.5,Healthy_Low_Risk
Groundnut,Flowering,Rabi,26.8,97.3,Healthy_Low_Risk
Cotton,Flowering,Zaid,38.1,89.2,Healthy_Low_Risk
Groundnut,Vegetative,Kharif,33.9,65.2,Healthy_Low_Risk
Groundnut,Yielding,Zaid,22.2,49.5,Healthy_Low_Risk
Sugarcane,Vegetative,Rabi,22.5,50.8,Healthy_Low_Risk
Rice,Flowering,Kharif,34.8,86.0,High_Risk_Bacterial_Blight
Rice,Flowering,Zaid,25.1,62.6,Healthy_Low_Risk
Sugarcane,Yielding,Zaid,30.7,87.0,Healthy_Low_Risk
Groundnut,Flowering,Zaid,25.7,57.5,Healthy_Low_Risk
Maize,Vegetative,Rabi,35.6,80.2,Healthy_Low_Risk
Maize,Flowering,Kharif,31.8,94.2,Healthy_Low_Risk
Sugarcane,Yielding,Rabi,30.2,92.5,Healthy_Low_Risk
Sugarcane,Vegetative,Kharif,32.5,76.0,Healthy_Low_Risk
Sugarcane,Vegetative,Rabi,25.3,94.7,Healthy_Low_Risk
Sugarcane,Vegetative,Kharif,36.8,63.1,Healthy_Low_Risk
Cotton,Yielding,Kharif,22.5,46.1,Healthy_Low_Risk
Rice,Yielding,Rabi,24.9,92.4,Healthy_Low_Risk
Rice,Vegetative,Kharif,31.4,60.3,Healthy_Low_Risk
Groundnut,Vegetative,Rabi,24.8,81.8,Healthy_Low_Risk
Maize,Vegetative,Kharif,34.7,90.4,Healthy_Low_Risk
Sugarcane,Vegetative,Rabi,29.1,85.2,Healthy_Low_Risk
Cotton,Flowering,Kharif,35.3,90.6,Healthy_Low_Risk
Cotton,Yielding,Kharif,33.2,47.6,High_Risk_Whitefly
Maize,Flowering,Kharif,32.8,46.4,Healthy_Low_Risk
Sugarcane,Yielding,Zaid,29.7,88.2,Healthy_Low_Risk
Maize,Yielding,Rabi,28.3,76.7,Healthy_Low_Risk
Maize,Vegetative,Rabi,29.2,70.0,Healthy_Low_Risk
Sugarcane,Yielding,Kharif,36.2,63.7,Healthy_Low_Risk
Sugarcane,Yielding,Zaid,27.8,50.7,Healthy_Low_Risk
Sugarcane,Yielding,Zaid,26.9,48.2,Healthy_Low_Risk
Maize,Yielding,Rabi,29.6,96.6,Healthy_Low_Risk
Groundnut,Yielding,Rabi,34.8,49.3,Healthy_Low_Risk
Rice,Yielding,Zaid,28.2,84.0,Healthy_Low_Risk
Cotton,Flowering,Zaid,30.0,49.5,Healthy_Low_Risk
Sugarcane,Vegetative,Rabi,28.6,82.4,Healthy_Low_Risk
Sugarcane,Flowering,Kharif,28.9,55.4,Healthy_Low_Risk
Groundnut,Flowering,Rabi,34.2,80.9,High_Risk_Tikka_Disease
Rice,Yielding,Rabi,33.7,64.0,Healthy_Low_Risk
Maize,Vegetative,Kharif,22.4,67.3,Healthy_Low_Risk
Maize,Vegetative,Rabi,40.0,77.6,Healthy_Low_Risk
Cotton,Yielding,Kharif,27.5,49.9,Healthy_Low_Risk
Maize,Vegetative,Rabi,23.9,41.6,Healthy_Low_Risk
Rice,Yielding,Zaid,28.9,51.5,Healthy_Low_Risk
Maize,Flowering,Rabi,27.9,67.2,Healthy_Low_Risk
Sugarcane,Yielding,Rabi,24.0,93.4,Healthy_Low_Risk
Groundnut,Flowering,Zaid,24.0,73.3,Healthy_Low_Risk
Sugarcane,Flowering,Zaid,33.4,82.6,Healthy_Low_Risk
Rice,Yielding,Kharif,22.3,41.0,Healthy_Low_Risk
Rice,Vegetative,Zaid,25.1,97.2,High_Risk_Rice_Blast
Groundnut,Yielding,Zaid,27.4,74.5,Healthy_Low_Risk
Sugarcane,Vegetative,Rabi,28.3,85.2,Healthy_Low_Risk
Rice,Flowering,Rabi,37.2,46.2,Healthy_Low_Risk
Maize,Yielding,Zaid,35.8,60.4,Healthy_Low_Risk
Sugarcane,Yielding,Zaid,28.1,81.1,Healthy_Low_Risk
Groundnut,Flowering,Zaid,25.2,51.9,Healthy_Low_Risk
Rice,Vegetative,Zaid,32.1,67.5,Healthy_Low_Risk
Sugarcane,Vegetative,Rabi,23.5,68.6,Healthy_Low_Risk
Rice,Vegetative,Kharif,22.2,82.6,Healthy_Low_Risk
Rice,Yielding,Zaid,31.6,84.4,Healthy_Low_Risk
Rice,Vegetative,Zaid,28.5,80.2,Healthy_Low_Risk
Rice,Vegetative,Zaid,34.3,53.9,Healthy_Low_Risk
Sugarcane,Flowering,Kharif,32.7,62.9,Healthy_Low_Risk
Rice,Flowering,Rabi,27.9,57.1,Healthy_Low_Risk
Rice,Vegetative,Rabi,38.6,79.7,Healthy_Low_Risk
Rice,Flowering,Kharif,26.9,88.6,High_Risk_Rice_Blast
Groundnut,Yielding,Zaid,29.8,80.3,Healthy_Low_Risk
Sugarcane,Vegetative,Rabi,30.8,69.7,Healthy_Low_Risk
Rice,Yielding,Rabi,32.3,57.3,Healthy_Low_Risk
Cotton,Vegetative,Rabi,27.9,77.2,Healthy_Low_Risk
Rice,Flowering,Zaid,38.9,87.7,High_Risk_Bacterial_Blight
Rice,Flowering,Rabi,29.3,88.6,High_Risk_Rice_Blast
Groundnut,Vegetative,Zaid,25.4,79.6,Healthy_Low_Risk
Sugarcane,Vegetative,Rabi,38.1,95.7,Healthy_Low_Risk
Cotton,Yielding,Kharif,27.8,96.6,Healthy_Low_Risk
Cotton,Vegetative,Kharif,25.6,43.0,Healthy_Low_Risk
Sugarcane,Yielding,Zaid,29.2,89.5,Healthy_Low_Risk
Cotton,Flowering,Zaid,35.0,67.7,Healthy_Low_Risk
Cotton,Yielding,Kharif,23.0,47.0,Healthy_Low_Risk
Sugarcane,Yielding,Kharif,37.8,63.3,Healthy_Low_Risk
Sugarcane,Flowering,Zaid,27.9,65.8,Healthy_Low_Risk
Maize,Yielding,Kharif,25.7,78.5,Healthy_Low_Risk
Rice,Vegetative,Rabi,23.3,76.2,Healthy_Low_Risk
Sugarcane,Vegetative,Kharif,34.9,57.5,Healthy_Low_Risk
Rice,Yielding,Rabi,26.8,46.0,Healthy_Low_Risk
Cotton,Yielding,Zaid,27.4,88.8,Healthy_Low_Risk
Maize,Flowering,Kharif,27.0,65.6,Healthy_Low_Risk
Sugarcane,Yielding,Kharif,39.3,79.7,Healthy_Low_Risk
Cotton,Yielding,Zaid,35.4,40.2,High_Risk_Whitefly
Cotton,Vegetative,Kharif,28.9,48.7,Healthy_Low_Risk
Maize,Flowering,Kharif,39.1,52.0,Healthy_Low_Risk
Rice,Vegetative,Zaid,27.1,70.6,Healthy_Low_Risk
Maize,Flowering,Rabi,29.6,93.9,Healthy_Low_Risk
Cotton,Yielding,Rabi,25.5,79.7,Healthy_Low_Risk
Groundnut,Vegetative,Rabi,34.7,62.8,Healthy_Low_Risk
Maize,Flowering,Kharif,29.9,77.9,Healthy_Low_Risk
Rice,Vegetative,Zaid,37.3,86.3,High_Risk_Bacterial_Blight
Groundnut,Flowering,Zaid,39.2,95.4,High_Risk_Tikka_Disease
Sugarcane,Flowering,Zaid,35.9,73.5,Healthy_Low_Risk
Rice,Vegetative,Rabi,22.4,68.9,Healthy_Low_Risk
Cotton,Yielding,Kharif,39.0,40.9,High_Risk_Whitefly
Maize,Flowering,Zaid,24.8,73.9,Healthy_Low_Risk
Cotton,Flowering,Kharif,23.3,53.5,Healthy_Low_Risk
Maize,Flowering,Kharif,22.1,44.8,Healthy_Low_Risk
Groundnut,Vegetative,Kharif,22.0,69.8,Healthy_Low_Risk
Rice,Flowering,Zaid,32.8,61.9,Healthy_Low_Risk
Maize,Vegetative,Rabi,30.7,93.9,Healthy_Low_Risk
Sugarcane,Vegetative,Rabi,34.2,52.9,Healthy_Low_Risk
Sugarcane,Vegetative,Rabi,30.0,82.6,Healthy_Low_Risk
Cotton,Yielding,Rabi,22.6,97.4,Healthy_Low_Risk
Rice,Flowering,Rabi,24.3,91.0,Healthy_Low_Risk
Sugarcane,Yielding,Zaid,31.3,86.6,Healthy_Low_Risk
Rice,Vegetative,Kharif,36.4,71.9,Healthy_Low_Risk
Cotton,Vegetative,Zaid,35.9,55.6,High_Risk_Whitefly
Maize,Vegetative,Zaid,24.2,83.8,Healthy_Low_Risk
Groundnut,Yielding,Rabi,34.5,62.2,Healthy_Low_Risk
Maize,Flowering,Kharif,31.8,48.5,Healthy_Low_Risk
Sugarcane,Flowering,Zaid,27.6,67.8,Healthy_Low_Risk
Groundnut,Vegetative,Zaid,27.7,93.5,Healthy_Low_Risk
Maize,Flowering,Zaid,22.8,52.3,Healthy_Low_Risk
Sugarcane,Yielding,Kharif,38.1,44.8,Healthy_Low_Risk
Cotton,Yielding,Kharif,35.0,48.1,High_Risk_Whitefly
Sugarcane,Yielding,Zaid,26.0,65.7,Healthy_Low_Risk
Cotton,Flowering,Kharif,23.9,83.4,Healthy_Low_Risk
Groundnut,Flowering,Kharif,32.5,79.4,High_Risk_Tikka_Disease
Groundnut,Flowering,Kharif,33.1,97.9,High_Risk_Tikka_Disease
Rice,Flowering,Zaid,38.7,94.1,High_Risk_Bacterial_Blight
Cotton,Yielding,Rabi,28.0,45.6,Healthy_Low_Risk
Sugarcane,Yielding,Kharif,28.7,86.7,Healthy_Low_Risk
Rice,Yielding,Kharif,26.7,75.4,Healthy_Low_Risk
Maize,Yielding,Rabi,32.7,45.0,Healthy_Low_Risk
Groundnut,Flowering,Zaid,36.3,41.7,Healthy_Low_Risk
Rice,Yielding,Rabi,29.2,65.2,Healthy_Low_Risk
Maize,Vegetative,Kharif,36.5,76.8,Healthy_Low_Risk
Cotton,Vegetative,Kharif,34.6,58.3,High_Risk_Whitefly
Sugarcane,Vegetative,Kharif,30.6,74.9,Healthy_Low_Risk
Sugarcane,Yielding,Rabi,27.3,77.1,Healthy_Low_Risk
Maize,Vegetative,Zaid,24.9,45.1,Healthy_Low_Risk
Rice,Vegetative,Kharif,31.8,51.5,Healthy_Low_Risk
Maize,Yielding,Kharif,39.0,87.9,Healthy_Low_Risk
Rice,Vegetative,Kharif,26.7,40.7,Healthy_Low_Risk
Cotton,Yielding,Kharif,23.8,61.5,Healthy_Low_Risk
Maize,Vegetative,Zaid,24.0,66.4,Healthy_Low_Risk
Rice,Flowering,Kharif,33.9,43.0,Healthy_Low_Risk
Cotton,Vegetative,Rabi,36.4,71.2,Healthy_Low_Risk
Cotton,Yielding,Kharif,31.8,89.2,Healthy_Low_Risk
Maize,Flowering,Zaid,38.4,41.3,Healthy_Low_Risk
Cotton,Yielding,Kharif,33.9,54.3,High_Risk_Whitefly
Maize,Yielding,Zaid,35.9,50.1,Healthy_Low_Risk
Maize,Vegetative,Zaid,38.9,53.1,Healthy_Low_Risk
Maize,Vegetative,Zaid,39.0,90.5,Healthy_Low_Risk
Maize,Vegetative,Zaid,22.4,67.0,Healthy_Low_Risk
Groundnut,Flowering,Zaid,39.2,43.8,Healthy_Low_Risk
Groundnut,Yielding,Kharif,34.1,67.2,Healthy_Low_Risk
Sugarcane,Yielding,Kharif,28.7,51.9,Healthy_Low_Risk
Cotton,Flowering,Rabi,24.4,92.3,Healthy_Low_Risk
